Date;Jour;Zone_A;Zone_B;Zone_C;Nom_vacances
02-01-2023;Lundi;oui;oui;oui;Noël
03-01-2023;Mardi;;;;
04-01-2023;Mercredi;;;;
05-01-2023;Jeudi;;;;
06-01-2023;Vendredi;;;;
07-01-2023;Samedi;;;;
08-01-2023;Dimanche;;;;
09-01-2023;Lundi;;;;
10-01-2023;Mardi;;;;
11-01-2023;Mercredi;;;;
12-01-2023;Jeudi;;;;
13-01-2023;Vendredi;;;;
14-01-2023;Samedi;;;;
15-01-2023;Dimanche;;;;
16-01-2023;Lundi;;;;
17-01-2023;Mardi;;;;
18-01-2023;Mercredi;;;;
19-01-2023;Jeudi;;;;
20-01-2023;Vendredi;;;;
21-01-2023;Samedi;;;;
22-01-2023;Dimanche;;;;
23-01-2023;Lundi;;;;
24-01-2023;Mardi;;;;
25-01-2023;Mercredi;;;;
26-01-2023;Jeudi;;;;
27-01-2023;Vendredi;;;;
28-01-2023;Samedi;;;;
29-01-2023;Dimanche;;;;
30-01-2023;Lundi;;;;
31-01-2023;Mardi;;;;
01-02-2023;Mercredi;;;;
02-02-2023;Jeudi;;;;
03-02-2023;Vendredi;;;;
04-02-2023;Samedi;oui;;;
05-02-2023;Dimanche;oui;;;
06-02-2023;Lundi;oui;;;Hiver
07-02-2023;Mardi;oui;;;Hiver
08-02-2023;Mercredi;oui;;;Hiver
09-02-2023;Jeudi;oui;;;Hiver
10-02-2023;Vendredi;oui;;;Hiver
11-02-2023;Samedi;oui;oui;;Hiver
12-02-2023;Dimanche;oui;oui;;Hiver
13-02-2023;Lundi;oui;oui;;Hiver
14-02-2023;Mardi;oui;oui;;Hiver
15-02-2023;Mercredi;oui;oui;;Hiver
16-02-2023;Jeudi;oui;oui;;Hiver
17-02-2023;Vendredi;oui;oui;;Hiver
18-02-2023;Samedi;oui;oui;oui;Hiver
19-02-2023;Dimanche;oui;oui;oui;Hiver
20-02-2023;Lundi;;oui;oui;Hiver
21-02-2023;Mardi;;oui;oui;Hiver
22-02-2023;Mercredi;;oui;oui;Hiver
23-02-2023;Jeudi;;oui;oui;Hiver
24-02-2023;Vendredi;;oui;oui;Hiver
25-02-2023;Samedi;;oui;oui;Hiver
26-02-2023;Dimanche;;oui;oui;Hiver
27-02-2023;Lundi;;;oui;Hiver
28-02-2023;Mardi;;;oui;Hiver
01-03-2023;Mercredi;;;oui;Hiver
02-03-2023;Jeudi;;;oui;Hiver
03-03-2023;Vendredi;;;oui;Hiver
04-03-2023;Samedi;;;oui;Hiver
05-03-2023;Dimanche;;;oui;Hiver
06-03-2023;Lundi;;;;
07-03-2023;Mardi;;;;
08-03-2023;Mercredi;;;;
09-03-2023;Jeudi;;;;
10-03-2023;Vendredi;;;;
11-03-2023;Samedi;;;;
12-03-2023;Dimanche;;;;
13-03-2023;Lundi;;;;
14-03-2023;Mardi;;;;
15-03-2023;Mercredi;;;;
16-03-2023;Jeudi;;;;
17-03-2023;Vendredi;;;;
18-03-2023;Samedi;;;;
19-03-2023;Dimanche;;;;
20-03-2023;Lundi;;;;
21-03-2023;Mardi;;;;
22-03-2023;Mercredi;;;;
23-03-2023;Jeudi;;;;
24-03-2023;Vendredi;;;;
25-03-2023;Samedi;;;;
26-03-2023;Dimanche;;;;
27-03-2023;Lundi;;;;
28-03-2023;Mardi;;;;
29-03-2023;Mercredi;;;;
30-03-2023;Jeudi;;;;
31-03-2023;Vendredi;;;;
01-04-2023;Samedi;;;;
02-04-2023;Dimanche;;;;
03-04-2023;Lundi;;;;
04-04-2023;Mardi;;;;
05-04-2023;Mercredi;;;;
06-04-2023;Jeudi;;;;
07-04-2023;Vendredi;;;;
08-04-2023;Samedi;oui;;;Printemps
09-04-2023;Dimanche;oui;;;Printemps
10-04-2023;Lundi;oui;;;Printemps
11-04-2023;Mardi;oui;;;Printemps
12-04-2023;Mercredi;oui;;;Printemps
13-04-2023;Jeudi;oui;;;Printemps
14-04-2023;Vendredi;oui;;;Printemps
15-04-2023;Samedi;oui;oui;;Printemps
16-04-2023;Dimanche;oui;oui;;Printemps
17-04-2023;Lundi;oui;oui;;Printemps
18-04-2023;Mardi;oui;oui;;Printemps
19-04-2023;Mercredi;oui;oui;;Printemps
20-04-2023;Jeudi;oui;oui;;Printemps
21-04-2023;Vendredi;oui;oui;;Printemps
22-04-2023;Samedi;oui;oui;oui;Printemps
23-04-2023;Dimanche;oui;oui;oui;Printemps
24-04-2023;Lundi;;oui;oui;Printemps
25-04-2023;Mardi;;oui;oui;Printemps
26-04-2023;Mercredi;;oui;oui;Printemps
27-04-2023;Jeudi;;oui;oui;Printemps
28-04-2023;Vendredi;;oui;oui;Printemps
29-04-2023;Samedi;;oui;oui;Printemps
30-04-2023;Dimanche;;oui;oui;Printemps
01-05-2023;Lundi;;oui;oui;Printemps
02-05-2023;Mardi;;;oui;Printemps
03-05-2023;Mercredi;;;oui;Printemps
04-05-2023;Jeudi;;;oui;Printemps
05-05-2023;Vendredi;;;oui;Printemps
06-05-2023;Samedi;;;oui;Printemps
07-05-2023;Dimanche;;;oui;Printemps
08-05-2023;Lundi;;;oui;Printemps
09-05-2023;Mardi;;;;
10-05-2023;Mercredi;;;;
11-05-2023;Jeudi;;;;
12-05-2023;Vendredi;;;;
13-05-2023;Samedi;;;;
14-05-2023;Dimanche;;;;
15-05-2023;Lundi;;;;
16-05-2023;Mardi;;;;
17-05-2023;Mercredi;;;;
18-05-2023;Jeudi;;;;
19-05-2023;Vendredi;;;;
20-05-2023;Samedi;;;;
21-05-2023;Dimanche;;;;
22-05-2023;Lundi;;;;
23-05-2023;Mardi;;;;
24-05-2023;Mercredi;;;;
25-05-2023;Jeudi;;;;
26-05-2023;Vendredi;;;;
27-05-2023;Samedi;;;;
28-05-2023;Dimanche;;;;
29-05-2023;Lundi;;;;
30-05-2023;Mardi;;;;
31-05-2023;Mercredi;;;;
01-06-2023;Jeudi;;;;
02-06-2023;Vendredi;;;;
03-06-2023;Samedi;;;;
04-06-2023;Dimanche;;;;
05-06-2023;Lundi;;;;
06-06-2023;Mardi;;;;
07-06-2023;Mercredi;;;;
08-06-2023;Jeudi;;;;
09-06-2023;Vendredi;;;;
10-06-2023;Samedi;;;;
11-06-2023;Dimanche;;;;
12-06-2023;Lundi;;;;
13-06-2023;Mardi;;;;
14-06-2023;Mercredi;;;;
15-06-2023;Jeudi;;;;
16-06-2023;Vendredi;;;;
17-06-2023;Samedi;;;;
18-06-2023;Dimanche;;;;
19-06-2023;Lundi;;;;
20-06-2023;Mardi;;;;
21-06-2023;Mercredi;;;;
22-06-2023;Jeudi;;;;
23-06-2023;Vendredi;;;;
24-06-2023;Samedi;;;;
25-06-2023;Dimanche;;;;
26-06-2023;Lundi;;;;
27-06-2023;Mardi;;;;
28-06-2023;Mercredi;;;;
29-06-2023;Jeudi;;;;
30-06-2023;Vendredi;;;;
